n_rates,rating,name,year
10,7.4,Paranormal Yakutsk (2012),2012.0
10,3.6,Paranormaliya (2012),2012.0
5,1.4,Parazit strakha. Evolutsiya (2016),2016.0
73,5.3,Paren s Marsa (2011),2011.0
248,5.9,Paren s nashego kladbishcha (2015),2015.0
21,5.2,Pari (2008),2008.0
145,4.7,Park Sovetskogo perioda (2006),2006.0
96,7.1,Parnikovyy effekt (2005),2005.0
40,7.2,Paseka (2002) (V),2002.0
7,5.1,Passazhir bez bagazha (2003) (TV),2003.0
15,7.8,Passazhirka (1996),1996.0
93,5.9,Passazhirka (2008),2008.0
20,7.0,Pastukh svoikh korov (2002),2002.0
18,8.8,Pathologic (2005) (VG),2005.0
49,6.2,Patrioticheskaya komediya (1992),1992.0
5,5.8,Patrul (2007),2007.0
25,6.0,Patsienty (2014),2014.0
10,8.6,Pavel i Lyalya (1999),1999.0
44,5.9,Pavlovin koirat (2005),2005.0
14,4.4,Pchyolka (1993),1993.0
175,6.3,Peace to Us in Our Dreams (2015),2015.0
16,5.4,Pechat tsarya Solomona (2013),2013.0
7,7.7,"Pechatnikoff Alley, 3 (2009)",2009.0
25,6.7,Pechorin (2011),2011.0
42,7.9,"Pegiy pyos, Begushchiy kraem morya (1991)",1991.0
33,5.5,Pelmeni (2013),2013.0
344,6.4,Peregon (2006),2006.0
181,6.2,Perekryostok (1999),1999.0
141,5.9,Peremirie (2010),2010.0
9,5.9,Pereprava (2009),2009.0
116,4.5,Perestroika (2009/I),2009.0
11,7.0,Perestroika - Umbau einer Wohnung (2008),2008.0
18,3.6,Perevodchik (2015),2015.0
5,6.8,Perfect (2016/V),2016.0
5,7.4,Perimetr (2004) (VG),2004.0
436,6.8,Persona non grata (2005/I),2005.0
62,4.5,Pervaya lyubov: Vot takaya muzyka! (2009),2009.0
5,9.2,Pervaya popytka (2009) (TV),2009.0
16,7.9,Pervaya sopka 2 (2007),2007.0
16,8.6,Pervaya sopka. Mest beshenogo Gansalesa (2007),2007.0
495,7.1,Pervye na Lune (2005),2005.0
257,5.4,Pervyy posle Boga (2005),2005.0
42,7.2,Pesa dlya passazhira (1995),1995.0
57,5.9,Peshavarskiy vals (1994),1994.0
67,6.7,Pesni yuzhnykh morey (2008),2008.0
10,4.5,Pesnya goda 2008 (2009) (TV),2009.0
16,8.4,Pesnya goda 2009 (2010) (TV),2010.0
9,7.0,Pesnya mekhanicheskoy ryby (2013),2013.0
6,7.8,Pessimist (2015),2015.0
14,7.2,Pestrye sumerki (2010),2010.0
10,6.0,Peterburg (2003),2003.0
98,5.8,Peterburg. Tolko po lyubvi (2016),2016.0
15,5.5,Peterburgskiy dnevnik. Kvartira Kozintseva (1998) (TV),1998.0
10,6.7,Peterburgskiy dnevnik. Otkritie pamyatnika Dostoeskomu (1997) (TV),1997.0
26,6.2,Peterburgskiy dnevnik: Mozart. Rekviem (2004) (TV),2004.0
5,7.4,Petukh (2015),2015.0
143,5.7,Petya po doroge v Tsarstvie Nebesnoe (2009),2009.0
47,7.1,Peyzazh (2003),2003.0
5,6.0,Peyzazh s tremya kupalshchitsami (1995),1995.0
1157,4.9,Philosophy of a Knife (2008) (V),2008.0
23,6.3,Photojournalisms (2012),2012.0
59,5.8,Piekna nieznajoma (1993),1993.0
7,1.3,Pierre Sarkozi Show: Daniil Lazarenkov (2015) (V),2015.0
9,6.0,Pik pik pik (2014),2014.0
271,5.0,Pikap: Sem bez pravil (2009),2009.0
61,6.2,Pikovaya dama (1910),1910.0
346,6.8,Pikovaya dama (1916),1916.0
446,5.5,Pikovaya dama. Chyornyy obryad (2015),2015.0
17,6.6,Pil. Kuril (2014),2014.0
164,6.2,Pionery-geroi (2015),2015.0
1067,6.6,PiraMMMida (2011),2011.0
12,7.9,Piramida nad Kievom (2016),2016.0
11,9.1,Piramida nad Kremlyom (2016),2016.0
38,8.2,Pisma k Elze (2002),2002.0
5,7.6,Pisma v proshluyu zhizn (1994),1994.0
6,6.8,Pismo (2007),2007.0
51,5.9,Pismo (2013),2013.0
21,5.6,Pistolet s glushitelem (1993),1993.0
2224,7.2,Piter FM (2006),2006.0
19,6.3,Pitstsevoz (2011),2011.0
9,4.0,Plachu vperyod! (2001),2001.0
10,8.7,Planeta (2005) (V),2005.0
15,7.3,Planeta Kirsan (2011),2011.0
5,2.2,Plata za vykhod ili vsyo konchaetsa na pistolete (2015),2015.0
586,5.5,Platon (2008),2008.0
17,2.2,Plemyannik ili Russkiy biznes 2 (2002),2002.0
6,4.3,Plenniki udachi (1993),1993.0
254,6.2,Plennyy (2008),2008.0
19,7.9,Plyonki iz preispodney (2012),2012.0
436,6.8,Plyus odin (2008),2008.0
21,6.6,Po kontury litsa (2008),2008.0
468,5.7,Pobeg (2005),2005.0
7,1.0,Pobeg iz inogo mira. Chast 1 (2015) (V),2015.0
8,7.9,Pochemu banan ogryzayetsya (2014),2014.0
475,6.3,Pod elektricheskimi oblakami (2015),2015.0
12,4.7,Pod vlasyu kurdov (1915),1915.0
18,7.8,Pod znakom skorpiona (1995),1995.0
50,5.5,Podari mne lunnyy svet (2001),2001.0
5,5.8,Podarki chernogo vorona (2013),2013.0
200,7.3,Podarok Stalinu (2008),2008.0
150,4.7,Podarok s kharakterom (2014),2014.0
577,6.6,Poddubnyy (2014),2014.0
165,6.5,Podmoskovnye vechera (1994),1994.0
7,7.0,"Podozhdi, pozhaluy (2002)",2002.0
11,5.4,Podozrenie (2001) (TV),2001.0
26,5.9,Podsadnoy (2010),2010.0
9,6.8,Podvigi Gerakla (2000),2000.0
7,1.0,Poiski vody. Zhazhda (2014) (V),2014.0
228,5.9,Poka noch ne razluchit (2012),2012.0
9,5.2,Poka ya ne umer (2001) (TV),2001.0
1602,7.1,Pokazatelnyy protsess: Istoriya Pussy Riot (2013),2013.0
6,4.7,"Pokemon GO! Catching Where I Want to, Not Prohibited by Law (2016)",2016.0
9,3.2,Pokhishchenie (2013),2013.0
11,6.8,Pokhishchennyy transformerami (2014),2014.0
22,5.4,Pokhititeli knig (2003),2003.0
758,7.1,Pokhoronite menya za plintusom (2009),2009.0
22,6.9,Pokhozhdeniya bravogo soldata Shveyka (2012),2012.0
81,6.3,Poklonnik (2001),2001.0
21,7.1,Poklonnitsa (2012),2012.0
2386,7.3,Poklosie (2012),2012.0
12,7.3,Polaroid Love (2008),2008.0
5,6.8,"Pole, klouny, yabloko... (2008)",2008.0
8,7.0,Polet. Tri dnya posle katastrofy (2013),2013.0
16,7.3,"Polifem, Akid i Galateya (1995)",1995.0
13,8.8,Poligon 2 (2004) (V),2004.0
60,6.6,Politseiskiye i vory (1997),1997.0
5,7.0,Polnaya Truba (2003) (VG),2003.0
16,6.8,Polnoe dykhanie (2007),2007.0
21,5.8,Polnoe prevrashchenie (2015),2015.0
11,1.5,Polnolunie (2005) (TV),2005.0
10,6.6,Polnoluniye (1993),1993.0
15,7.7,Poltora kota (2003),2003.0
413,7.2,Poltory komnaty ili Sentimentalnoe puteshestvie na Rodinu (2009),2009.0
188,6.8,Polumgla (2006),2006.0
114,6.7,Polustanok (2000),2000.0
46,4.1,Pomnyu - ne pomnyu! (2016),2016.0
11,8.2,Pomori (2013),2013.0
8,6.1,Pony Note (2015),2015.0
964,7.1,Pop (2009),2009.0
6,8.5,Popedi sebya (2011),2011.0
187,6.3,Popsa (2005),2005.0
22,3.1,Popugay Club (2013),2013.0
25,7.6,PorNO (2010),2010.0
7,7.4,Poros' (2007),2007.0
10,6.6,Porta Eva (1999),1999.0
25,7.2,Portfolio (2015),2015.0
10,6.4,Portret (1915),1915.0
67,7.0,Portret (2002),2002.0
25,6.6,Portret Doryana Greya (1915),1915.0
582,6.6,Portret v sumerkakh (2011),2011.0
40,6.9,Poselenie (2002),2002.0
565,6.7,Posle smerti (1915),1915.0
7,1.0,Posle vzryva (2016) (V),2016.0
7,1.0,Posle vzryva 2 (2016) (V),2016.0
23,2.9,Posle zhizni (2008),2008.0
15,6.6,Poslednee delo Varenogo (1994),1994.0
10,6.3,Poslednee video (2013),2013.0
15,5.1,Posledneiye tango (1918),1918.0
11,9.3,Posledniy etazh (2010),2010.0
175,6.8,Posledniy poezd (2003),2003.0
227,6.6,Posledniy uik-end (2005),2005.0
47,6.4,Posledniy zaboy (2006),2006.0
20,7.2,Poslednyaya noch (2015),2015.0
376,7.0,Poslednyaya skazka Rity (2012),2012.0
7,5.3,"Poslushay, ne idyot li dozhd... (2000)",2000.0
8,1.1,Post-mortem (2013),2013.0
73,5.4,Postal III (2011) (VG),2011.0
7,5.6,Poste restante (2000),2000.0
38,6.6,Postelnye stseny (2005),2005.0
11,5.8,Posylka s Marsa (2004),2004.0
20,6.2,"Potapov, k doske! (2007)",2007.0
12,7.0,Poteryannaya plyonka (2014),2014.0
9,8.0,Potets (1992),1992.0
5,5.4,Potolok (2012),2012.0
30,7.3,Potomu chto mama (2001),2001.0
6,9.5,Potop (1915),1915.0
18,6.4,Potop (2004),2004.0
5,1.6,Potroshitel iz prigoroda (2016),2016.0
305,4.9,Potseluy babochki (2006),2006.0
43,5.4,Potseluy ne dlya pressy (2008),2008.0
116,5.1,Potseluy sestry (2007),2007.0
180,4.1,Potseluy skvoz stenu (2011),2011.0
11,3.8,Povelitel luzh (2002),2002.0
18,6.2,Poveliteli snov (2015),2015.0
340,7.7,"Poverty, Inc. (2014)",2014.0
5,1.0,Povestka iznasilovaniya (2014) (V),2014.0
7,4.7,Poyezd do Bruklina (1996),1996.0
16,6.1,Poymat vedmu (2008),2008.0
7,7.1,Pravda o shchelpakh (2004),2004.0
9,8.3,Pravilo Very (2004),2004.0
10,9.1,Pravosudie Elmera (2014),2014.0
45,6.6,Pravosudie volkov (2010),2010.0
39,5.8,Prazdnik (2001),2001.0
23,5.4,Prazdnik vzaperti (2012),2012.0
193,6.3,Predskazaniye (1993),1993.0
69,7.2,Predstavlenie (2008),2008.0
7,6.9,Prekrashchaem vyzhivat (2006) (V),2006.0
43,6.8,Prekrasnaya Lyukanida (1912),1912.0
10,4.0,Premiya Muz-TV 2003 (2003) (TV),2003.0
9,2.7,Premiya Muz-TV 2004 (2004) (TV),2004.0
7,2.9,Premiya Muz-TV 2005 (2005) (TV),2005.0
13,5.2,Premiya Muz-TV 2006 (2006) (TV),2006.0
17,4.9,Premiya Muz-TV 2007 (2007) (TV),2007.0
31,4.3,Premiya Muz-TV 2008 (2008) (TV),2008.0
19,4.9,Premiya Muz-TV 2009 (2009) (TV),2009.0
19,4.2,Premiya Muz-TV 2010 (2010) (TV),2010.0
15,3.9,Premiya Muz-TV 2011 (2011) (TV),2011.0
9,3.0,Premiya Muz-TV 2012 (2012) (TV),2012.0
7,2.6,Premiya Muz-TV 2013 (2013) (TV),2013.0
6,4.5,Premiya Muz-TV 2014 (2014) (TV),2014.0
7,4.9,President i ego zhenshchina (1996),1996.0
6,1.3,Presledovatel (2014) (V),2014.0
6,2.2,Presledovatel 2: Vysokoe napryazhenie (2016) (V),2016.0
5,2.0,Presledovatel 3: Probuzhdenie gostya (2016) (V),2016.0
7,1.6,Presledovatel 3: Zapredel'naya mosch (2016) (V),2016.0
18,8.2,Prestuplenie i nakazanie (2005),2005.0
6,6.5,Prestuplenie i pogoda (2007),2007.0
242,7.1,Prevrashchenie (2002),2002.0
23,5.5,Prezident (2015),2015.0
131,5.8,Prezident i ego vnuchka (2000),2000.0
93,7.0,Pribytie poezda (1995),1995.0
48,7.6,Pridel angela (2008),2008.0
9,6.3,Pridurok (2012),2012.0
9,6.3,Pridurok 2 (2012),2012.0
5,1.4,Prigorodskiy potroshitel (2015),2015.0
5,1.6,Prigorodskiy potroshitel 2. Novaya krov (2015),2015.0
5,1.4,Prigorodskiy potroshitel 3. Komanda ubiyts (2015),2015.0
5,1.2,Prigorodskiy potroshitel 4. Nachalo (2016),2016.0
5,1.4,Prigorodskiy potroshitel 5. Poslednyaya krov (2016),2016.0
5,1.4,Prigorodskiy potroshitel 6. Naslediye (2016),2016.0
10,5.8,Prigovor (1993),1993.0
18,6.1,Prikazano zabyt (2014),2014.0
6,5.3,Prikazano zhenit (2011) (TV),2011.0
332,7.4,Prikhodi na menya posmotret (2001),2001.0
7,1.0,Priklyucheniya Volodi Zlogo (2015),2015.0
28,6.1,Priklyucheniya soldata Ivana Chonkina (2007) (TV),2007.0
34,2.6,Priklyucheniya v tridesyatom tsarstve (2010),2010.0
65,4.3,Priklyuchenya Alenushki i Eremi (2008),2008.0
221,7.1,Prikosnoveniye (1992),1992.0
14,6.6,Prikovannyy (2002),2002.0
94,4.1,Prilichnye lyudi (2015),2015.0
10,6.0,Primer intonatsii (1991),1991.0
8,5.9,Printsipyalnyy i zhalostlivyy vzglyad (1996),1996.0
8,3.6,Prityazhenie (2003),2003.0
249,6.3,Prityazhenie (2017),2017.0
11,6.5,Privet iz Kislovodska (2001),2001.0
158,5.1,"Privet, duralei! (1996)",1996.0
9,6.7,"Privet, kinder! (2009)",2009.0
142,5.8,Privychka rasstavatsya (2013),2013.0
421,6.7,Prizrak (2015),2015.0
12,2.6,Prizrak 5: Vozvrashchenie sudby (2013),2013.0
8,4.1,Prizrak doma moego (1994),1994.0
14,6.3,Prizrak iz Khovrino (2012),2012.0
249,6.8,"Pro Fedota-streltsa, udalogo molodtsa (2008)",2008.0
10,6.9,Pro Rakov (2003),2003.0
6,7.2,Pro barana i kozla (2005),2005.0
39,6.2,Pro biznesmena Fomu (1993),1993.0
10,6.1,"Pro devochku, kotoraya nashla svoego mishku (2002) (TV)",2002.0
198,6.1,Pro lyuboff (2010),2010.0
506,6.5,Pro lyubov (2015),2015.0
8,8.0,Pro mamu (2015),2015.0
2047,7.2,Pro urodov i lyudey (1998),1998.0
5,6.4,Pro vasiliya blazhennogo (2009),2009.0
16,7.7,"Pro zhenu, mechtu i esche odnu... (2013)",2013.0
10,5.5,Probka (2009),2009.0
14,6.9,Prodaetsya dacha (2005),2005.0
8,5.2,Prodavets igrushek (2013),2013.0
7,3.4,Prodayotsya detektor lzhi (2005),2005.0
64,5.9,Proekt inzhenera Prayta (1918),1918.0
7,4.9,Proekt: Panatseya (2013),2013.0
23,6.7,Professor v zakone (2007),2007.0
1367,7.4,Progulka (2003),2003.0
46,6.8,Progulka po eshafotu (1992),1992.0
18,4.6,Prokhindiada 2 (1994),1994.0
61,9.1,Proklyatie serogo slonyonka (2011),2011.0
9,6.1,Proklyatoye Video (2005),2005.0
27,7.4,Proklyatye zemli (2000) (VG),2000.0
7,1.0,Prolitoe krov'yu samoubiystvo (2014) (V),2014.0
5,1.6,Prolitoe krov'yu samoubiystvo (2015) (V),2015.0
18,7.1,Propavshaya ekspeditsiya (1996) (TV),1996.0
9,6.2,Propavshiy (2012),2012.0
40,6.0,Propavshiy bez vesti (2010),2010.0
114,6.9,Prorva (1992),1992.0
29,4.7,Proshchanie (2004),2004.0
12,7.8,Proshchanie (2013),2013.0
11,9.3,Proshchanie s bumagoy (2014) (V),2014.0
13,5.7,Proshchanie v iyune (2003),2003.0
42,7.0,"Proshchay, yuzhnyy gorod (2006)",2006.0
21,6.6,"Proshchayte, doktor Freyd (2004)",2004.0
23,5.3,Prostodushnyy (1994),1994.0
364,7.1,Prostye veshchi (2007),2007.0
22,6.0,Protivostoyanie (2006),2006.0
20,5.7,Protivostoyanie dvukh grabiteley (2015),2015.0
7,7.7,Protsess Mironova (1919),1919.0
33,7.2,Provincial School (1992),1992.0
12,2.8,Provintsialnyy benefis (1993),1993.0
8,8.1,Provoda (2014),2014.0
196,6.3,Pryachsya (2011),2011.0
89,6.3,Pryamokhozhdenie (2005),2005.0
11,7.3,Psikhoz (2009),2009.0
9,7.0,Psychedelic Breakfast (2013),2013.0
23,7.2,Ptitsa-Gogol (2009) (TV),2009.0
21,5.8,Pugalo (2000),2000.0
292,6.2,Punane elavhbe (2010),2010.0
129,7.5,Pura vida - The Ridge (2012),2012.0
181,6.2,Pushkin: Poslednyaya duel (2006),2006.0
22,5.8,Pussy protiv Putina (2013),2013.0
17,7.2,Pustota (2007),2007.0
35,7.9,Pustoy dom (2012),2012.0
245,4.7,Put (2009),2009.0
15,6.3,Put k sebe (2010) (TV),2010.0
7,6.0,Puteshestvie Fedora po Moskve nachala XXI veka (2015),2015.0
287,7.2,Puteshestvie s domashnimi zhivotnymi (2007),2007.0
738,4.3,Putevoy obkhodchik (2007),2007.0
10,7.5,Putin Forever? (2015),2015.0
563,6.5,Putins kys (2011),2011.0
130,6.7,Pyat butylok vodki (2001),2001.0
416,6.5,Pyat nevest (2011),2011.0
11,7.9,Pyat zvyozd (2012),2012.0
517,6.3,Pyatnitsa (2016),2016.0
72,6.2,Pyatnitsa. 12 (2009),2009.0
993,7.2,Pyl (2005),2005.0
13,5.4,Pyotr Velikiy (1910),1910.0
9,9.4,Pyramid Above Saint-Petersburg (2016),2016.0
12,8.7,Pyramid Above Volga (2016),2016.0
17,7.6,Qristine (1916),1916.0
263,4.7,Quackerz (2016),2016.0
71,6.9,Queen of Spades (2016),2016.0
9,6.2,Qurban (2011),2011.0
9,7.8,R. E. K. (2007),2007.0
18,8.5,Racers: A Champion's Story (2013),2013.0
7,1.0,Radiodeath (2015) (V),2015.0
9,8.8,Radiodeath (2016),2016.0
7,1.0,Radiodeath 2: Phonodeath (2016) (V),2016.0
37,7.4,Radosti i pechali malenkogo lorda (2003),2003.0
9,9.0,Raduga (2014),2014.0
7,1.1,Rage of Spirit (2015) (V),2015.0
5,1.6,Rage of Spirit 2 (2016) (V),2016.0
10,7.2,Rage of Spirits (2015),2015.0
49,6.6,Ragin (2004),2004.0
786,6.8,Raja 1918 (2007),2007.0
45,5.2,Random (2013),2013.0
478,3.0,Raptor Ranch (2013),2013.0
21,4.8,Rasfokusin (2013),2013.0
35,4.8,Raskalyonnaya subbota (2002),2002.0
393,5.1,Raspoutine (2011) (TV),2011.0
292,5.2,Rasputin (2011),2011.0
958,7.1,Rasskazy (2012),2012.0
39,7.3,Rassvet/Zakat. Dalai Lama 14 (2008),2008.0
18,7.1,Raukhenek (2013),2013.0
18,6.6,Raukhenshtayn (2013),2013.0
221,7.4,Ray (2016),2016.0
43,6.1,Rayskie kushchi (2015),2015.0
7,6.4,Rayskoye yablochko (1998),1998.0
12,6.7,Razborchivyy zhenikh (1993),1993.0
5,2.2,Razborki v stile mafia (2013),2013.0
34,4.8,Razgovor (2011),2011.0
6,7.0,Razgovor s ptizi (1997),1997.0
7,7.1,Razmetka (2007),2007.0
23,6.5,Raznoschik (2013),2013.0
7,5.4,Razreshite tebya potselovat... na svadbe (2013) (TV),2013.0
12,5.1,Razvod po sobstvennomu zhelaniyu (2015),2015.0
11,7.3,Razzhalovannyi (2009) (TV),2009.0
250,4.7,Realnaya skazka (2011),2011.0
110,4.7,Realnyy papa (2008),2008.0
5161,7.7,Red Army (2014),2014.0
294,2.3,Red Serpent (2003),2003.0
9,7.0,Redux (2015),2015.0
99,7.2,Reka (2002),2002.0
17,8.8,Reka (2014),2014.0
23,7.1,Repetitsii (2013),2013.0
7,6.7,Reportery (2008) (V),2008.0
52,6.9,Rerberg i Tarkovsky. Obratnaya storona Stalkera (2009),2009.0
16,8.6,Restrainer (2013),2013.0
6,4.5,Resurrection (1907),1907.0
8,3.4,Retribution (2014/VII),2014.0
55,6.3,Retro vtroyem (1998),1998.0
11,4.9,Retsept kolduni (2004),2004.0
6,7.3,"Return of the Firebird: The Firebird, Petrushka, Scheherazade (2002) (V)",2002.0
6,6.0,Return of the Sorcerer (2016),2016.0
7,7.0,Revenge (2012) (VG),2012.0
10,4.9,Revenge of Ghost (2015),2015.0
7,8.1,Revenge of the Tree (2017),2017.0
7,3.7,Revers (2013),2013.0
131,6.9,Revizor (1996),1996.0
7,1.0,Revizorro. Film perviy (2014) (V),2014.0
53,6.4,Revolyutsioner (1917),1917.0
93,5.4,Reyder (2011),2011.0
14,4.7,Reyndzher iz atomnoy zony (1999),1999.0
23,6.0,Richard Lvinoe Serdtse (1992),1992.0
27,7.8,Richard Vtoroi (1992) (TV),1992.0
6,5.5,Riorita (2008),2008.0
9,2.0,Rise of the Dark (2015),2015.0
9,8.2,Rise of the Dead (2012) (V),2012.0
10,5.8,Rise of the Dead (2015),2015.0
15,5.6,Risk bez kontrakta (1992),1992.0
9,5.2,Rita (2010) (TV),2010.0
7,8.9,Ritual: Rage of Witch (2014),2014.0
6,1.7,Road (2015) (V),2015.0
7,1.1,Road 2 (2016) (V),2016.0
7,1.3,Road 3: Relevation (2016) (V),2016.0
7,1.0,Road 4: In the Woods (2016) (V),2016.0
7,1.0,Road 5: Survivor (2016) (V),2016.0
7,1.0,Road 6: To Nothing (2016) (V),2016.0
7,1.0,Road 7 (2016) (V),2016.0
5,3.0,Road 8 (2016) (V),2016.0
7,7.7,Road to Hell (2013) (VG),2013.0
143,7.2,Robert. Schastlivaya zhizn (1997),1997.0
5,7.6,Rocco's Intimacy (2007) (V),2007.0
22,3.7,Rock-climber and the Last from the Seventh Cradle (2007),2007.0
252,5.6,Rodina (2015),2015.0
27,7.4,Rodina ili smert (2011),2011.0
5,2.4,Rokovaya vstrecha (2016),2016.0
5,5.2,Rokovoe uvlechenie (2012),2012.0
84,5.1,Rokovye yaytsa (1996),1996.0
216,7.1,Rol (2013),2013.0
12,4.8,Roman s kokainom (2014),2014.0
80,5.6,Roman s kontrabasom (1911),1911.0
169,7.0,Romanovy: Ventsenosnaya semya (2000),2000.0
7,8.0,Rosetta: Audio/Visual (2014),2014.0
59,6.4,"Rossiya, kotoruyu my poteryali (1992)",1992.0
68,5.4,Rotilks (2011),2011.0
9,8.9,Route (2016),2016.0
22,7.2,Royal Babylon: The Criminal Record of the British Monarchy (2012),2012.0
36,6.9,Rozhdestvenskaya misteriya (2000),2000.0
76,7.2,Rozhdestvo (1997),1997.0
449,6.9,Rozhdestvo obitateley lesa (1913),1913.0
20,6.5,Rozovaya kukla (1997),1997.0
243,6.2,Rozygrysh (2008),2008.0
64,6.0,Rud i Sem (2007),2007.0
7,9.9,Rudolf Nureyev. Island of His Dreams (2016),2016.0
16,8.2,Ruka (2014),2014.0
6,8.0,Ruka na schaste (2008),2008.0
6,2.5,"Run, cry, die (2016)",2016.0
46,5.4,Rusalka (1910),1910.0
648,7.9,Rusalka (1997),1997.0
2604,7.3,Rusalka (2007),2007.0
32,3.7,Rusichi (2008),2008.0
6,8.5,Ruslan i Lyudmila (1915),1915.0
693,6.4,Russia 88 (2009),2009.0
18,8.7,Russia from My Window (2003),2003.0
11,6.3,Russian Idea (1996) (TV),1996.0
147,7.9,Russian Lessons (2010),2010.0
68,5.4,Russian Lolita (2007),2007.0
6,4.2,Russian Sentai HoodyRanger: The Beginning (2016) (V),2016.0
6,7.3,Russisk Avant-Garde (1999) (TV),1999.0
219,6.9,Russkaya igra (2007),2007.0
15,7.9,Russkaya reznya britvoy (2016),2016.0
81,7.2,Russkaya simfoniya (1994),1994.0
43,5.1,Russkaya svadba XVI stoletiya (1909),1909.0
92,4.1,Russkiy biznes (1993),1993.0
268,6.6,Russkiy bunt (2000),2000.0
14835,7.4,Russkiy kovcheg (2002),2002.0
6,6.0,Russkiy parovoz (1995),1995.0
44,6.7,Russkiy regtaym (1993),1993.0
50,4.2,Russkiy shchyot (1994),1994.0
20,4.6,Russkiy spetsnaz (2003),2003.0
118,6.6,Russkoe (2004),2004.0
72,3.7,Russkoe chudo (1994),1994.0
136,7.9,"Russland - Im Reich der Tiger, Bren und Vulkane (2011)",2011.0
7,6.3,Rustles (2012),2012.0
50,7.1,Ryabinovyy vals (2010),2010.0
8,5.9,Ryba (2008),2008.0
19,7.8,Rybka (2008),2008.0
18,6.1,Rytsar Kennet (1993),1993.0
24,6.8,Rytsarskiy roman (2000) (TV),2000.0
11,7.5,Rzhev. Neizvestnaya bitva Georgia Zhukova (2009) (TV),2009.0
625,3.2,Rzhevskiy protiv Napoleona (2012),2012.0
131,4.7,Rlli ja kultainen avain (2013),2013.0
219,5.8,Rllin sydn (2007),2007.0
50,4.6,"S 8 marta, muzhchiny! (2014)",2014.0
2205,6.8,"S Novym godom, mamy! (2012)",2012.0
14,5.9,"S Novym godom, papa! (2004)",2004.0
10,6.2,S chyornogo khoda (2009),2009.0
80,6.5,"S dnem rozhdeniya, Lola! (2001)",2001.0
11,7.1,S dnyom rozhdeniya (1998),1998.0
5,7.0,S dobrym utrom! (1992) (TV),1992.0
113,6.7,S lyubovyu. Lilya (2003),2003.0
42,8.5,S osenyu v serdtse (2015),2015.0
9,5.1,S.O.S. (2004),2004.0
425,4.6,S.S.D. (2008),2008.0
59,3.7,"SOS, Ded Moroz, ili Vsyo sbudetsya! (2015)",2015.0
5,9.2,Sabs (1996),1996.0
6,8.8,Sacred (2016),2016.0
34,7.0,Sad (2008),2008.0
17,8.5,Sadko (1994) (TV),1994.0
12,7.8,Sady skorpiona (1991),1991.0
68,5.7,Saint Petersburg (2013),2013.0
10,6.4,Salandar (1994),1994.0
5,6.6,Samiy-samiy-samiy-plokhoy (2010),2010.0
73,5.7,Samka (2011),2011.0
7,1.0,Samodel'nyie narkotiki (2015) (V),2015.0
7,1.0,Samodel'nyie narkotiki 2: V buduyuschem (2016) (V),2016.0
7,1.0,Samodel'nyie narkotiki 3: Den' nelsdzavisimosti (2016) (V),2016.0
40,7.0,Samolyot letit v Rossiyu (1994),1994.0
121,6.8,Samostoyatelnaya zhizn (1992),1992.0
234,5.5,Samoubiytsy (2012),2012.0
5,5.2,Samyy luchshiy den (2002),2002.0
763,4.8,Samyy luchshiy den! (2015),2015.0
1880,3.0,Samyy luchshiy film (2008),2008.0
1156,3.0,Samyy luchshiy film 2 (2009),2009.0
802,3.1,Samyy luchshiy film 3-DE (2011),2011.0
8,6.8,Sanya i Vorobey (2010),2010.0
10,7.3,Sanzhyra (2001),2001.0
13,6.5,Sapiens (2004),2004.0
32,4.6,Sar (2016),2016.0
187,5.6,Sarancha (2014),2014.0
5,2.6,Sastrafi (2009),2009.0
81,7.0,Satana likuyushchiy (1917),1917.0
269,6.2,Satisfaktsiya (2010),2010.0
7,7.7,Saved by Deportation (2007),2007.0
537,4.2,Savva. Serdtse voina (2015),2015.0
10,2.1,Scarecrow: The Legend Comes Alive (2012),2012.0
47,5.5,Schaste - eto... (2015),2015.0
17,6.1,Schaste vechnoy nochi (1915),1915.0
11,3.7,Schastlivaya pokupka (2010),2010.0
129,3.8,Schastlivyy konets (2010),2010.0
5,6.2,Schastlivyy neudachnik (1993),1993.0
7,1.3,Schors: Odin v pole tozhe voin (2016) (V),2016.0
7,8.3,Scp-087 (2015),2015.0
7,8.1,Scp-087: 5th Experiment (2015),2015.0
8,8.4,Scream at the Entrance (2016),2016.0
11,6.7,Sdayotsya dom so vsemi neudobstvami (2016),2016.0
53,4.4,Sdelka (2009),2009.0
69,3.9,Sdvig (2006),2006.0
11,7.5,"Sea Blind, the Price of Shipping Our Stuff (2015) (TV)",2015.0
18,8.1,Sea Dogs (2000) (VG),2000.0
12,8.5,Searching for Hell (2015),2015.0
8,7.5,Season of Decomposition (2006),2006.0
7,8.4,Sebastian (2013/I),2013.0
8,6.2,Second Chance (2016/VII),2016.0
13,6.2,Second Wind (2012) (V),2012.0
12,8.2,Secret of Slenderman 3 (2016),2016.0
17,6.3,Secret of Water (2015),2015.0
7,1.3,Sector of the Living Dead (2016) (V),2016.0
5,6.4,Sedmaya zhertva (2011) (TV),2011.0
64,5.7,Sedmoy den (2006),2006.0
51,7.7,Seeds of Time (2013),2013.0
10,6.4,Segodnya my postroim dom (1996),1996.0
10,6.7,Sekret vinodeliya (1994),1994.0
7,1.0,Sekretniye knigi mira (2016) (V),2016.0
14,3.1,Sekskazka (1991),1991.0
5,8.8,Selfieman: For All the Broken Hearts (2016) (V),2016.0
5,6.2,Selskiy rok-n-roll (2011),2011.0
