name,genre,year
"""Sem'ja man'jaka Beljaeva"" (2015)",Romance,2015.0
"""Semeynaya istoriya"" (2010)",Drama,2010.0
"""Semeyniy dom"" (2010)",Drama,2010.0
"""Semeynye dramy"" (2012)",Drama,2012.0
"""Semeynye obstoyatelstva"" (2013)",Drama,2013.0
"""Semeynye tayny"" (2001)",Drama,2001.0
"""Semeynyy albom"" (2014)",Drama,2014.0
"""Semeynyy detektiv"" (2012)",Crime,2012.0
"""Semin"" (2009)",Action,2009.0
"""Semin"" (2009)",Crime,2009.0
"""Semin"" (2009)",Drama,2009.0
"""Semnadtsat mgnoveniy vesny"" (1973)",Adventure,1973.0
"""Semnadtsat mgnoveniy vesny"" (1973)",Drama,1973.0
"""Semnadtsat mgnoveniy vesny"" (1973)",History,1973.0
"""Semnadtsat mgnoveniy vesny"" (1973)",War,1973.0
"""Serdtse Marii"" (2011)",Drama,2011.0
"""Serdtse kapitana Nemova"" (2009)",Crime,2009.0
"""Serdtse materi"" (2010)",Drama,2010.0
"""Sereznye otnosheniya"" (2014)",Romance,2014.0
"""Serial Zavod"" (2013)",Comedy,2013.0
"""Sestry po krovi"" (2006)",Drama,2006.0
"""Sestry"" (2004)",Drama,2004.0
"""Set"" (2008)",Adventure,2008.0
"""Severnyy sfinks"" (2003)",History,2003.0
"""Sezon okhoty"" (1997)",Action,1997.0
"""Shag za shagom"" (2008)",Comedy,2008.0
"""Shakespeare: The Animated Tales"" (1992)",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992)",Comedy,1992.0
"""Shakespeare: The Animated Tales"" (1992)",Drama,1992.0
"""Shakespeare: The Animated Tales"" (1992)",Romance,1992.0
"""Shakespeare: The Animated Tales"" (1992) {As You Like It (#2.3)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {As You Like It (#2.3)}",Comedy,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Hamlet (#1.5)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Hamlet (#1.5)}",Short,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Julius Caesar (#2.4)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Macbeth (#1.3)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Macbeth (#1.3)}",Short,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Taming of the Shrew (#2.2)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Taming of the Shrew (#2.2)}",Comedy,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Tempest (#1.2)}",Comedy,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Tempest (#1.2)}",Drama,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Winter's Tale (#2.5)}",Animation,1992.0
"""Shakespeare: The Animated Tales"" (1992) {The Winter's Tale (#2.5)}",Comedy,1992.0
"""Shakespeare: The Animated Tales"" (1992) {Twelfth Night (#1.6)}",Comedy,1992.0
"""Shakhmatist"" (2004)",Crime,2004.0
"""Shalnoy angel"" (2009)",Drama,2009.0
"""Shaman"" (2011)",Action,2011.0
"""Shaman"" (2011)",Crime,2011.0
"""Shapovalov"" (2012)",Crime,2012.0
"""Shedevry Ermitazha"" (2008)",Documentary,2008.0
"""Shef politsii"" (2013)",Drama,2013.0
"""Shef"" (2012)",Crime,2012.0
"""Sherif"" (2010)",Crime,2010.0
"""Sherlok Kholms"" (2013)",Crime,2013.0
"""Sherlok Kholms"" (2013)",Drama,2013.0
"""Shiroka reka"" (2008)",Romance,2008.0
"""Shkaf"" (2013)",Comedy,2013.0
"""Shkaf"" (2013)",Reality-TV,2013.0
"""Shkola N1"" (2007)",Drama,2007.0
"""Shkola zlosloviya"" (2002)",Talk-Show,2002.0
"""Shkola"" (2010)",Drama,2010.0
"""Shkola"" (2010)",Romance,2010.0
"""Shtrafbat"" (2004)",Action,2004.0
"""Shtrafbat"" (2004)",Drama,2004.0
"""Shtrafbat"" (2004)",War,2004.0
"""Shubert"" (2017)",Crime,2017.0
"""Shubert"" (2017)",Mystery,2017.0
"""Shubert"" (2017)",Thriller,2017.0
"""Simba Jr. And the Football World Cup"" (1998)",Animation,1998.0
"""Sinie nochi"" (2008)",Comedy,2008.0
"""Sinie nochi"" (2008)",Drama,2008.0
"""Sinie nochi"" (2008)",Family,2008.0
"""Sinie nochi"" (2008)",Romance,2008.0
"""Sishik Poutilin"" (2009)",Comedy,2009.0
"""Sishik Poutilin"" (2009)",Crime,2009.0
"""Sivyy merin"" (2010)",Crime,2010.0
"""Skazki machekhi"" (2015)",Drama,2015.0
"""Sklifosovskiy"" (2012)",Drama,2012.0
"""Slabosti sil'nyy zhen'shchiny"" (2008)",Romance,2008.0
"""Sladkaya zhizn"" (2014)",Drama,2014.0
"""Slava"" (2015)",Biography,2015.0
"""Slava"" (2015)",Sport,2015.0
"""Sled Pirani"" (2014)",Action,2014.0
"""Sled"" (2007)",Crime,2007.0
"""Sled"" (2007)",Drama,2007.0
"""Sled"" (2007)",Mystery,2007.0
"""Sled"" (2007)",Thriller,2007.0
"""Sledaki"" (2011)",Crime,2011.0
"""Sledopyt"" (2010)",Drama,2010.0
"""Sledovatel Protasov"" (2013)",Action,2013.0
"""Sledovatel Tikhonov"" (2016)",Crime,2016.0
"""Sledstvie veli..."" (2006)",Crime,2006.0
"""Sledstvie veli..."" (2006)",Documentary,2006.0
"""Sledstvie veli..."" (2006)",Reality-TV,2006.0
"""Sledy apostolov"" (2013)",Adventure,2013.0
"""Slender Must Die"" (2016)",Adventure,2016.0
"""Slender Must Die"" (2016)",Horror,2016.0
"""Slender Must Die"" (2016)",Thriller,2016.0
"""Slepoe schaste"" (2011)",Drama,2011.0
"""Slepoy"" (2004)",Crime,2004.0
"""Slepoy"" (2004)",Thriller,2004.0
"""Slepoy"" (2008)",Action,2008.0
"""Slishkom krasivye"" (2012)",Reality-TV,2012.0
"""Sluzhba doveriya"" (2007)",Drama,2007.0
"""Smalkov. Dvoynoy shantazh"" (2008)",Comedy,2008.0
"""Smekh i grekh"" (2013)",Drama,2013.0
"""Smert Vazir-Mukhtara"" (2010)",Drama,2010.0
"""Smert shpionam!"" (2007)",Action,2007.0
"""Smert shpionam!"" (2007)",War,2007.0
"""Smert shpionam. Krym"" (2008)",Action,2008.0
"""Smert shpionam. Krym"" (2008)",War,2008.0
"""Smert shpionam. Lisya nora"" (2013)",Action,2013.0
"""Smert shpionam. Lisya nora"" (2013)",War,2013.0
"""Smert shpionam. Udarnaya volna"" (2013)",Action,2013.0
"""Smertelniy nomer"" (2017)",Drama,2017.0
"""Smeshariki"" (2003)",Adventure,2003.0
"""Smeshariki"" (2003)",Animation,2003.0
"""Smeshariki"" (2003)",Comedy,2003.0
"""Smeshariki"" (2003)",Family,2003.0
"""Smeshariki: Novye priklyucheniya"" (2012)",Animation,2012.0
"""Smeshariki: Pin-kod"" (2012)",Adventure,2012.0
"""Smeshariki: Pin-kod"" (2012)",Animation,2012.0
"""Smeshariki: Pin-kod"" (2012)",Comedy,2012.0
"""Smeshariki: Pin-kod"" (2012)",Family,2012.0
"""Smeshariki: Pin-kod"" (2012)",Sci-Fi,2012.0
"""Snayper. Oruzhie vozmezdiya"" (2009)",Action,2009.0
"""Snayper. Oruzhie vozmezdiya"" (2009)",Drama,2009.0
"""Snayper. Oruzhie vozmezdiya"" (2009)",Romance,2009.0
"""Snayper. Oruzhie vozmezdiya"" (2009)",War,2009.0
"""Snaypery. Lyubov pod pritselom"" (2012)",Drama,2012.0
"""Sneg i pepel"" (2015)",War,2015.0
"""Sochi 2014: XXII Olympic Winter Games"" (2014)",Sport,2014.0
"""Soldaty"" (2004)",Comedy,2004.0
"""Soldaty"" (2004)",Romance,2004.0
"""Solo dlya pistoleta s orkestrom"" (2009)",Crime,2009.0
"""Son'ka"" (2015)",History,2015.0
"""Son'ka"" (2015)",Reality-TV,2015.0
"""Sonka zolotaya ruchka"" (2007)",Crime,2007.0
"""Sonka. Prodolzhenie legendy"" (2010)",Drama,2010.0
"""SophieCo"" (2013)",News,2013.0
"""Sovety professora Chaynikova"" (2002)",Comedy,2002.0
"""Soviet Video Game Nerd"" (2011)",Documentary,2011.0
"""Spalnyy rayon"" (2009)",Drama,2009.0
"""Spasite nashi dushi"" (2008)",Adventure,2008.0
"""Spasite nashi dushi"" (2008)",Horror,2008.0
"""Spasite nashi dushi"" (2008)",Mystery,2008.0
"""Spetsgruppa"" (2007)",Crime,2007.0
"""Spetsnaz II"" (2003)",Action,2003.0
"""Spetsnaz II"" (2003)",Adventure,2003.0
"""Spetsnaz II"" (2003)",Thriller,2003.0
"""Spetsnaz"" (2002)",Action,2002.0
"""Spetsotryad 'Shtorm'"" (2013)",Action,2013.0
"""Spetspodrazdelenie 'Gorod'"" (????)",Action,
"""Spotlight"" (2010)",Talk-Show,2010.0
"""Sredstvo ot smerti"" (2012)",Crime,2012.0
"""Srochno v nomer 2"" (2009)",Action,2009.0
"""Srochno v nomer"" (2008)",Action,2008.0
"""Srochno v nomer. Na sluzhbe zakona"" (2012)",Action,2012.0
"""Stalingrad"" (2003)",Documentary,2003.0
"""Stalingrad"" (2003)",History,2003.0
"""Stalingrad"" (2003)",War,2003.0
"""Staroe ruzhe"" (2014)",Action,2014.0
"""Staroe ruzhe"" (2014)",Drama,2014.0
"""Staroe ruzhe"" (2014)",War,2014.0
"""Starshaya sestra"" (2013)",Drama,2013.0
"""Starship Everyseeking"" (2012)",Adventure,2012.0
"""Starship Everyseeking"" (2012)",Comedy,2012.0
"""Starship Everyseeking"" (2012)",Sci-Fi,2012.0
"""Starye dela"" (2006)",Mystery,2006.0
"""Stavka na zhizn"" (2008)",Crime,2008.0
"""Stavka na zhizn"" (2008)",Drama,2008.0
"""Staya"" (2009)",Thriller,2009.0
"""Stena"" (2016)",Adventure,2016.0
"""Stepnye deti"" (2012)",Drama,2012.0
"""Sterva"" (2016)",Comedy,2016.0
"""Stervy"" (2012)",Crime,2012.0
"""Stilet 2"" (2004)",Crime,2004.0
"""Stilyagi shou"" (2010)",Game-Show,2010.0
"""Stilyagi shou"" (2010)",Music,2010.0
"""Stories from My Childhood"" (1998)",Animation,1998.0
"""Stories from My Childhood"" (1998)",Family,1998.0
"""Stories from My Childhood"" (1998)",Fantasy,1998.0
"""Stories from My Childhood"" (1998)",Sci-Fi,1998.0
"""Stranitsy teatralnoy parodii"" (1996)",Comedy,1996.0
"""Strannoe delo"" (2011)",Documentary,2011.0
"""Strasti po Chapayu"" (2013)",History,2013.0
"""Strelyayuschiye gory"" (2011)",War,2011.0
"""Studenty"" (2005)",Comedy,2005.0
"""Sud prisyazhnykh: Okonchatelniy verdikt"" (2011)",Crime,2011.0
"""Sud"" (2009)",Crime,2009.0
"""Sudebnaya kolonka"" (2008)",Crime,2008.0
"""Sudebnaya kolonka"" (2008)",Drama,2008.0
"""Sudebnaya oshibka"" (2013)",Crime,2013.0
"""Sudya"" (2014)",Crime,2014.0
"""Super Maks"" (2013)",Comedy,2013.0
"""SuperIntuitsiya"" (2007)",Game-Show,2007.0
"""Svadba Barbi"" (2005)",Crime,2005.0
"""Svadba Barbi"" (2005)",Fantasy,2005.0
"""Svakha"" (2007)",Comedy,2007.0
"""Svakha"" (2007)",Romance,2007.0
"""Svetofor"" (2011)",Comedy,2011.0
"""Svobodnaya zhenshchina-2"" (2003)",Drama,2003.0
"""Svodnye sestry"" (2016)",Romance,2016.0
"""Svoy chelovek"" (2005)",Adventure,2005.0
"""Svoy chelovek"" (2005)",Drama,2005.0
"""Svoy-chuzhoy"" (2007)",Crime,2007.0
"""Svoya chuzhaya"" (2015)",Crime,2015.0
"""Svoya chuzhaya"" (2015)",Drama,2015.0
"""Svoya igra"" (1994)",Game-Show,1994.0
"""Svoya komanda"" (2007)",Drama,2007.0
"""Syn ottsa narodov"" (2013)",Drama,2013.0
"""Syn"" (2015)",Drama,2015.0
"""Synopsis.Live"" (2008)",Documentary,2008.0
"""Syomin. Vozmezdie"" (2013)",Crime,2013.0
"""Syschik s plokhim kharakterom"" (2001)",Adventure,2001.0
"""Syshchiki"" (2001)",Crime,2001.0
"""Tak daleko, tak blizko"" (2013)",Crime,2013.0
"""Tak daleko, tak blizko"" (2013)",Romance,2013.0
"""Takaya obychnaya zhizn"" (2010)",Drama,2010.0
"""Takaya rabota"" (2015)",Crime,2015.0
"""Takoe kino"" (2014)",Documentary,2014.0
"""Takoe kino"" (2014)",News,2014.0
"""Taksist: Krutye povoroty"" (2004)",Drama,2004.0
"""Talisman lyubvi"" (2005)",Adventure,2005.0
"""Talisman lyubvi"" (2005)",History,2005.0
"""Talisman lyubvi"" (2005)",Romance,2005.0
"""Talyanka"" (2014)",Drama,2014.0
"""Talyanka"" (2014)",Romance,2014.0
"""Tanets nashey lyubvi"" (2011)",Drama,2011.0
"""Tango s angelom"" (2010)",Drama,2010.0
"""Tango vtroem"" (2006)",Drama,2006.0
"""Tango vtroem"" (2006)",Romance,2006.0
"""Tantsy so zvezdami"" (2006)",Game-Show,2006.0
"""Tantsy so zvezdami"" (2006)",Music,2006.0
"""Tantsy so zvezdami"" (2006)",Reality-TV,2006.0
"""Tatyanin den"" (2007)",Romance,2007.0
"""Tayga"" (2002)",Action,2002.0
"""Tayga"" (2002)",Crime,2002.0
"""Tayga"" (2002)",Drama,2002.0
"""Tayga"" (2002)",Romance,2002.0
"""Taynaya strazha"" (2005)",Crime,2005.0
"""Taynaya strazha. Smertelnye igry"" (2009)",Action,2009.0
"""Tayny dvortsovykh perevorotov"" (2000) {Okhota na printsesu (#5.1)}",History,2000.0
"""Tayny dvortsovykh perevorotov"" (2000) {Vivat, Anna! (#4.2)}",History,2000.0
"""Tayny sledstviya"" (2000)",Crime,2000.0
"""Tayny sledstviya"" (2000)",Mystery,2000.0
"""Tayny veka"" (2003)",Documentary,2003.0
"""Tayny veka"" (2003)",History,2003.0
"""Taynyy gorod"" (2014)",Fantasy,2014.0
"""Taynyy znak"" (2002)",Thriller,2002.0
"""Tegeranskiy labirint. Stalin, Cherchill, Ruzvelt"" (2003)",Documentary,2003.0
"""Telokhranitel - 2"" (2009)",Action,2009.0
"""Telokhranitel - 2"" (2009)",Adventure,2009.0
"""Telokhranitel - 2"" (2009)",Crime,2009.0
"""Telokhranitel - 2"" (2009)",Drama,2009.0
"""Telokhranitel - 2"" (2009)",Thriller,2009.0
"""Telokhranitel"" (2007)",Adventure,2007.0
"""Telokhranitel"" (2007)",Crime,2007.0
"""Telokhranitel"" (2007)",Drama,2007.0
"""Telokhranitel"" (2007)",Thriller,2007.0
"""Temnaya loshadka"" (2003)",Comedy,2003.0
"""Temnye labirinty proshlogo"" (2013)",Thriller,2013.0
"""Temnyy mir: Ravnovesie"" (2014)",Adventure,2014.0
"""Temnyy mir: Ravnovesie"" (2014)",Fantasy,2014.0
"""Temnyy mir: Ravnovesie"" (2014)",Sci-Fi,2014.0
"""Temnyy mir: Ravnovesie"" (2014)",Thriller,2014.0
"""Ten' Strekozy"" (2015)",Crime,2015.0
"""Terminal"" (2011)",Drama,2011.0
"""Terpkaya tayna: Iz istorii parfyumerii"" (2010)",Documentary,2010.0
"""Terpkaya tayna: Iz istorii parfyumerii"" (2010)",History,2010.0
"""Terroristka Ivanova"" (2009)",Romance,2009.0
"""Tetya Klava fon Getten"" (2008)",Adventure,2008.0
"""Tetya Klava fon Getten"" (2008)",Comedy,2008.0
"""Tetya Klava fon Getten"" (2008)",Romance,2008.0
"""The Best Houses in the New World: History and the Present Day"" (2015)",Documentary,2015.0
"""The Canterbury Tales"" (1998)",Animation,1998.0
"""The Cosmonaut: Transmedia Experience"" (2013)",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013)",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {A correction (#1.16)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {A correction (#1.16)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {A correction (#1.16)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Blind (#1.18)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Blind (#1.18)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Blind (#1.18)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Bondarenko (#1.7)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Bondarenko (#1.7)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Bondarenko (#1.7)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Boosters (#1.23)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Boosters (#1.23)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Boosters (#1.23)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Conspiracy (#1.17)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Conspiracy (#1.17)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Conspiracy (#1.17)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Icarophobia (#1.34)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Icarophobia (#1.34)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Icarophobia (#1.34)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Induction Party, 1971 (#1.22)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Induction Party, 1971 (#1.22)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Induction Party, 1971 (#1.22)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Kolibri (#1.26)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Kolibri (#1.26)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Kolibri (#1.26)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Komarov (#1.11)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Komarov (#1.11)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Komarov (#1.11)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Myths of the Near Future (#1.35)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Myths of the Near Future (#1.35)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Myths of the Near Future (#1.35)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Narrowest Hinge (#1.27)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Narrowest Hinge (#1.27)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Narrowest Hinge (#1.27)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {New Year's Eve (#1.33)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {New Year's Eve (#1.33)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {New Year's Eve (#1.33)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Northern Lights (#1.28)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Northern Lights (#1.28)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Northern Lights (#1.28)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Portraits (#1.19)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Portraits (#1.19)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Portraits (#1.19)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Radio Hooligans (#1.13)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Radio Hooligans (#1.13)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Radio Hooligans (#1.13)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Reentry (#1.31)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Reentry (#1.31)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Reentry (#1.31)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations I (#1.8)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations I (#1.8)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations I (#1.8)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations II (#1.9)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations II (#1.9)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Secret Conversations II (#1.9)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Small Accident (#1.32)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Small Accident (#1.32)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Small Accident (#1.32)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Space Chess (#1.30)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Space Chess (#1.30)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Space Chess (#1.30)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Sunday Ballroom (#1.20)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Sunday Ballroom (#1.20)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Sunday Ballroom (#1.20)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Tanaziov (#1.10)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Tanaziov (#1.10)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Tanaziov (#1.10)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days I (#1.2)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days I (#1.2)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days I (#1.2)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days II (#1.3)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days II (#1.3)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days II (#1.3)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days III (#1.4)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days III (#1.4)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days III (#1.4)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days IV (#1.5)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days IV (#1.5)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Good Old Days IV (#1.5)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Message (#1.21)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Message (#1.21)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Message (#1.21)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Files (#1.36)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Files (#1.36)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Files (#1.36)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Landing (#1.6)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Landing (#1.6)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Moon Landing (#1.6)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The OKBs (#1.1)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The OKBs (#1.1)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The OKBs (#1.1)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Ritual (#1.25)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Ritual (#1.25)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Ritual (#1.25)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Walls Have Ears (#1.14)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Walls Have Ears (#1.14)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {The Walls Have Ears (#1.14)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Travelling to the Moon (#1.29)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Travelling to the Moon (#1.29)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Travelling to the Moon (#1.29)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Triangle (#1.15)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Triangle (#1.15)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Triangle (#1.15)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Underwater (#1.12)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Underwater (#1.12)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Underwater (#1.12)}",Short,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Why the Moon? (#1.24)}",Drama,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Why the Moon? (#1.24)}",Sci-Fi,2013.0
"""The Cosmonaut: Transmedia Experience"" (2013) {Why the Moon? (#1.24)}",Short,2013.0
"""The Dark Sky"" (2014)",Action,2014.0
"""The Dark Sky"" (2014)",Adventure,2014.0
"""The Dark Sky"" (2014)",Animation,2014.0
"""The Dark Sky"" (2014)",Comedy,2014.0
"""The Dark Sky"" (2014)",Short,2014.0
"""The Embezzlers"" (2012)",Documentary,2012.0
"""The Embezzlers"" (2012)",Drama,2012.0
"""The Fixies"" (2010)",Animation,2010.0
"""The House by the Farthest Streetlight Aka Dom U Poslednego Fonaria"" (2016)",Drama,2016.0
"""The Hunter on Fairies"" (2016)",Action,2016.0
"""The Hunter on Fairies"" (2016)",Adventure,2016.0
"""The Hunter on Fairies"" (2016)",Animation,2016.0
"""The Hunter on Fairies"" (2016)",Comedy,2016.0
"""The Hunter on Fairies"" (2016)",Short,2016.0
"""The Last Autumn"" (1990)",Crime,1990.0
"""The Magic Portal"" (2018)",Animation,2018.0
"""The New You"" (2015)",Reality-TV,2015.0
"""The Prompter Aka Sufler"" (2017)",Drama,2017.0
"""The Theromorphs"" (2016)",Animation,2016.0
"""Tikhaya okhota"" (2014)",Crime,2014.0
"""Tikhiy Don"" (2015)",Drama,2015.0
"""Tikhiy Don"" (2015)",History,2015.0
"""Tikhiy Don"" (2015)",War,2015.0
